         437420278 function calls (437414804 primitive calls) in 151.708 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\protection.py:1(<module>)
       18    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1277(is_extension_array_dtype)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_openpyxl.py:342(_convert_to_border)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\colors.py:372(ColorMapping)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:219(write_margins)
        6    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:5437(_can_hold_identifiers_and_holds_name)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:74(write_format)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:232(SolidColorFillProperties)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_openpyxl.py:180(_convert_to_font)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       15    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexing.py:974(_is_nested_tuple_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\image.py:1(<module>)
       35    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\bar_chart.py:64(BarChart)
        6    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\relationship.py:59(append)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\nanops.py:455(newfunc)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_reader.py:99(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\differential.py:19(DifferentialStyle)
       16    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\_dtype.py:334(_name_includes_bit_suffix)
        8    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:511(_validate_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\relation.py:19(DrawingHF)
      126    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:123(<lambda>)
      203    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:171(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\colors.py:337(ColorChoice)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\filters.py:123(DynamicFilter)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\common.py:151(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:5170(_get_engine_target)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:6662(copy)
       30    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_compiler.py:470(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\bar_chart.py:33(_BarChartBase)
       20    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\protection.py:13(ChartsheetProtection)
       10    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\_asarray.py:27(require)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\astype.py:56(_astype_nansafe)
        5    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:3777(get_loc)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\custom.py:40(_CustomDocumentProperty)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\nanops.py:604(nansum)
       50    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:303(checkgroupname)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\cell_style.py:68(CellStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\picture.py:111(PictureFrame)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\table.py:18(TableStyleElement)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:485(PresetGeometry2D)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\pathlib\_local.py:329(parent)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\text.py:27(PhoneticProperties)
       12    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\manifest.py:53(__init__)
       38    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\common.py:568(require_length_match)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\_chart.py:40(ChartBase)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\pathlib\_abc.py:460(is_dir)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:1130(argsort)
        4    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\child.py:70(title)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:231(write_header)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:55(PatternFillProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\stylesheet.py:39(Stylesheet)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\title.py:25(Title)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\fields.py:62(Missing)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:145(Camera)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\hyperlink.py:9(Hyperlink)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\picture.py:21(PictureLocking)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:655(CacheField)
       40    0.000    0.000    0.000    0.000 C:\Python313\Lib\enum.py:199(__get__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\axis.py:192(NumericAxis)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:306(Shape3D)
       21    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:536(is_string_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\properties.py:130(FileVersion)
       15    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\cell.py:114(column_index_from_string)
       17    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\alignment.py:58(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\container.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\random.py:128(seed)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\plotarea.py:74(PlotArea)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:371(PivotArea)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\external_link\external.py:29(ExternalCell)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\properties.py:44(WorksheetProperties)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\typing.py:1423(__init__)
       10    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
      195    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\trendline.py:53(Trendline)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\_writer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\colors.py:67(Color)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\drawing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\formula.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:61(Hyperlink)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\bar_chart.py:101(BarChart3D)
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:807(_set_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\publish.py:13(WebPublishItem)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\textwrap.py:419(dedent)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\formatting\rule.py:39(FormatObject)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\scenario.py:38(Scenario)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\xml\etree\ElementTree.py:1295(_close_and_return_root)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\container.py:25(from_tree)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\page.py:133(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\protection.py:136(FileSharing)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1031(getwriter)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\_config\config.py:273(__call__)
      400    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\shape_base.py:17(_atleast_1d_dispatcher)
      172    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:227(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\pathlib\_local.py:510(stat)
      100    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\scipy\integrate\_ivp\common.py:26(warn_extraneous)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\urllib\parse.py:469(urlsplit)
      142    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\construction.py:758(_maybe_repeat)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:263(write_tables)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\legend.py:44(Legend)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\core.py:27(to_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\drawing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\views.py:17(Pane)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:301(Reference)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\plotarea.py:41(DataTable)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:317(ReflectionEffect)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\header_footer.py:267(__bool__)
        7    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\common.py:188(_expand_user)
      100    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\scipy\integrate\_ivp\common.py:19(validate_max_step)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\borders.py:54(Border)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\line_chart.py:89(LineChart3D)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\shape_base.py:220(vstack)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
       84    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_compiler.py:573(isstring)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\relationship.py:94(get_rels_path)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:113(StretchInfoProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\dimensions.py:304(boundaries)
        8    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:1124(close)
        8    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:784(_get_decompressor)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:87(RelativeRect)
       26    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\line.py:29(LineEndProperties)
        8    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\filters.py:381(FilterColumn)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\python_parser.py:300(_exclude_implicit_index)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\fields.py:112(Number)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\cast.py:605(_maybe_promote_cached)
      118    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\spreadsheet_drawing.py:182(TwoCellAnchor)
       15    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1571(validate_all_hashable)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\filters.py:441(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\web.py:63(WebPublishing)
        4    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\views.py:43(__init__)
       42    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:954(fix_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:526(RangePr)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\properties.py:42(GroupLocking)
       10    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\pagebreak.py:46(__init__)
      115    0.000    0.000    0.000    0.000 {method 'find' of 'xml.etree.ElementTree.Element' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\filters.py:57(SortState)
        8    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
      105    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:913(__init__)
       16    0.000    0.000    0.000    0.000 <frozen genericpath>:157(_splitext)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\python_parser.py:707(_next_line)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\cell.py:139(range_boundaries)
       11    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\blocks.py:2716(new_block)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\scatter_chart.py:21(ScatterChart)
       27    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:517(_encodeFilenameFlags)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\updown_bars.py:12(UpDownBars)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:376(EffectList)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\comments\comments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\fields.py:165(Error)
      211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:190(OLAPSet)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\named_styles.py:31(NamedStyle)
      300    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:477(_broadcast_arrays_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\cell_range.py:431(__init__)
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:1854(_writecheck)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:277(OLAPKPI)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\fills.py:171(GradientFill)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\datavalidation.py:168(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\reference.py:27(Reference)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\named_styles.py:213(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:433(ListStyle)
       42    0.000    0.000    0.000    0.000 C:\Python313\Lib\enum.py:1154(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\differential.py:32(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\table.py:347(__init__)
        3    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\header_footer.py:214(HeaderFooter)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\views.py:13(ChartsheetView)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\print_settings.py:14(PageMargins)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\datetime.py:35(from_ISO8601)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\worksheet.py:870(print_titles)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\line_chart.py:50(LineChart)
        5    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\manifest.py:131(find)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:101(__init__)
      182    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
       35    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\cell_style.py:56(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:61(Transform2D)
        2    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\stock_chart.py:18(StockChart)
      119    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_compiler.py:31(_combine_flags)
       30    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexing.py:2738(is_label_like)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\radar_chart.py:22(RadarChart)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\scenario.py:85(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\picture.py:12(PictureOptions)
       26    0.000    0.000    0.000    0.000 C:\Python313\Lib\encodings\cp437.py:14(decode)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\properties.py:20(GroupShapeProperties)
        4    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\series.py:664(_constructor_from_mgr)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\formatting\rule.py:66(IconSet)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\fields.py:247(Text)
        8    0.000    0.000    0.000    0.000 <frozen ntpath>:343(expanduser)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\manifest.py:34(FileExtension)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\excel.py:139(read_strings)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\xml\etree\ElementTree.py:1717(close)
        3    0.000    0.000    0.000    0.000 <frozen os>:810(getenv)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:248(PivotHierarchy)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\line_chart.py:21(_LineChartBase)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\spreadsheet_drawing.py:81(_AnchorBase)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\indexed_list.py:1(<module>)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
